comparison,execution_date,local_count,joinquant_count,intersection_count,overlap_ratio,local_only,joinquant_only
ordered_symbols,2019-10-08,23,25,12,0.48,"SH600136,SH600757,SH600995,SH601006,SH603980,SZ000155,SZ000636,SZ000919,SZ000922,SZ000999,SZ002884","SH600328,SH600376,SH600387,SH600449,SH600720,SH600782,SH600823,SH601019,SH603608,SH603898,SZ000719,SZ002150,SZ002444"
ordered_symbols,2019-11-01,26,34,15,0.4411764705882353,"SH600512,SH600516,SH600995,SH601567,SH603585,SH603980,SZ000155,SZ000789,SZ000919,SZ000922,SZ000999","SH600097,SH600267,SH600376,SH600387,SH600510,SH600782,SH601019,SH603608,SH603886,SH603898,SZ000069,SZ000719,SZ000791,SZ000910,SZ000932,SZ002150,SZ002195,SZ002664,SZ300625"
ordered_symbols,2019-12-02,24,21,11,0.4583333333333333,"SH600512,SH600516,SH600668,SH600682,SH600995,SH603277,SH603980,SZ000581,SZ000922,SZ002195,SZ002440,SZ002775,SZ300017","SH600097,SH600267,SH603886,SZ000069,SZ000791,SZ000910,SZ000932,SZ002150,SZ002664,SZ300625"
ordered_symbols,2020-01-02,25,22,11,0.44,"SH600328,SH600512,SH600516,SH600668,SH600682,SH603277,SH603980,SZ000581,SZ000922,SZ002195,SZ002440,SZ002746,SZ002775,SZ300017","SH600097,SH600267,SH601222,SH603458,SH603858,SH603886,SZ000069,SZ000791,SZ000910,SZ002664,SZ300625"
ordered_symbols,2020-02-03,24,22,10,0.4166666666666667,"SH600328,SH600512,SH600516,SH600668,SH600682,SH600694,SH603980,SZ000581,SZ000922,SZ002195,SZ002440,SZ002746,SZ002775,SZ300017","SH600097,SH600267,SH600720,SH601222,SH603458,SH603858,SH603886,SZ000791,SZ000910,SZ000933,SZ300107,SZ300625"
ordered_symbols,2020-03-02,26,25,12,0.46153846153846156,"SH600512,SH600566,SH600668,SH600682,SH600694,SH603277,SH603980,SZ000581,SZ000922,SZ002195,SZ002406,SZ002440,SZ002746,SZ002775","SH600097,SH600267,SH600720,SH601222,SH603458,SH603858,SH603886,SZ000791,SZ000910,SZ002360,SZ002724,SZ300107,SZ300625"
ordered_symbols,2020-04-01,24,29,14,0.4827586206896552,"SH600566,SH600682,SH600694,SH603980,SZ000922,SZ002195,SZ002406,SZ002440,SZ002775,SZ300570","SH600097,SH600720,SH600987,SH603458,SH603808,SH603858,SH603886,SZ000791,SZ000910,SZ002233,SZ002360,SZ002664,SZ002724,SZ300107,SZ300625"
ordered_symbols,2020-05-06,33,38,26,0.6842105263157895,"SH600449,SH600694,SH603585,SH603980,SZ002128,SZ002195,SZ300570","SH600035,SH600097,SH600987,SH603458,SH603808,SH603858,SZ000910,SZ000933,SZ002233,SZ002664,SZ002724,SZ300625"
ordered_symbols,2020-06-01,25,23,22,0.88,"SH600273,SZ000581,SZ002128",SH600035
ordered_symbols,2020-07-01,22,24,21,0.875,SZ000581,"SH600035,SH600682,SZ002746"
ordered_symbols,2020-08-03,25,26,23,0.8846153846153846,"SH600273,SZ300193","SH600062,SH601677,SZ002664"
ordered_symbols,2020-09-01,33,36,28,0.7777777777777778,"SH600846,SZ002582,SZ002746,SZ002933,SZ300193","SH600023,SH600026,SH600062,SH603556,SZ000027,SZ002403,SZ002406,SZ002664"
ordered_symbols,2020-10-09,25,22,14,0.56,"SH600051,SH600750,SH600846,SH601567,SH603758,SZ002234,SZ002270,SZ002582,SZ002746,SZ002884,SZ002933","SH600023,SH600026,SH600720,SH603012,SH603556,SZ000027,SZ002403,SZ002406"
ordered_symbols,2020-11-02,28,33,20,0.6060606060606061,"SH600051,SH600750,SH601567,SH603758,SZ002234,SZ002270,SZ002582,SZ002746","SH600026,SH600067,SH600368,SH603012,SH603886,SZ000069,SZ000791,SZ000883,SZ000910,SZ002033,SZ002236,SZ002403,SZ002724"
ordered_symbols,2020-12-01,25,24,12,0.48,"SH600051,SH600750,SH601000,SH601006,SH601677,SH603758,SZ000027,SZ002100,SZ002394,SZ002406,SZ002432,SZ002540,SZ002582","SH600067,SH600368,SH603886,SZ000069,SZ000791,SZ000883,SZ000910,SZ002033,SZ002312,SZ002382,SZ002724,SZ300625"
ordered_symbols,2021-01-04,24,25,12,0.48,"SH600051,SH600273,SH600668,SH600750,SH601000,SH601006,SH601088,SH601677,SZ002394,SZ002406,SZ002432,SZ002540","SH600067,SH600368,SH603886,SZ000069,SZ000612,SZ000883,SZ000910,SZ002033,SZ002312,SZ002322,SZ002382,SZ002724,SZ300625"
ordered_symbols,2021-02-01,25,24,13,0.52,"SH600051,SH600668,SH601000,SH601006,SH601088,SH601677,SZ000531,SZ002236,SZ002394,SZ002406,SZ002432,SZ300771","SH600028,SH600067,SH600368,SH603886,SZ000069,SZ000612,SZ000910,SZ002033,SZ002724,SZ300552,SZ300625"
ordered_symbols,2021-03-01,24,24,12,0.5,"SH600051,SH600668,SH601000,SH601006,SH601677,SZ000531,SZ000581,SZ000690,SZ002394,SZ002406,SZ002540,SZ300771","SH600023,SH600028,SH600067,SH600368,SH603886,SZ000069,SZ000910,SZ002033,SZ002724,SZ300259,SZ300462,SZ300625"
ordered_symbols,2021-04-01,24,27,14,0.5185185185185185,"SH600051,SH600603,SH600668,SH601677,SZ000531,SZ000690,SZ002128,SZ002394,SZ002406,SZ002540","SH600067,SH600368,SH600390,SH600585,SH601163,SH603886,SZ000883,SZ000910,SZ002322,SZ002382,SZ002724,SZ300462,SZ300625"
ordered_symbols,2021-05-06,38,38,29,0.7631578947368421,"SH600449,SH600603,SH600668,SH600720,SH601677,SZ000690,SZ002128,SZ002394,SZ002763","SH600390,SH600585,SH601163,SH603886,SZ002322,SZ002531,SZ002724,SZ300462,SZ300625"
ordered_symbols,2021-06-01,27,27,25,0.9259259259259259,"SZ002763,SZ300403","SZ002128,SZ002531"
ordered_symbols,2021-07-01,28,25,25,0.8928571428571429,"SH601126,SZ002283,SZ300403",
ordered_symbols,2021-08-02,32,29,24,0.75,"SH603199,SH603238,SZ000698,SZ002283,SZ002296,SZ002611,SZ300192,SZ300690","SH600707,SH601006,SH603089,SZ002022,SZ002406"
ordered_symbols,2021-09-01,34,36,21,0.5833333333333334,"SH600033,SH600273,SH600566,SH600643,SH600668,SH600966,SH603199,SH603238,SZ000698,SZ002296,SZ002611,SZ300192,SZ300690","SH600075,SH600089,SH600449,SH600535,SH600720,SH601006,SH601019,SH603089,SH603900,SZ000910,SZ000923,SZ002233,SZ002406,SZ002467,SZ002543"
ordered_symbols,2021-10-08,25,17,9,0.36,"SH600033,SH600075,SH600273,SH600512,SH600643,SH600668,SH600966,SH603199,SH603238,SZ000612,SZ000725,SZ000949,SZ002022,SZ002109,SZ002606,SZ300888","SH600449,SH600535,SH600720,SH601019,SZ000923,SZ002233,SZ002270,SZ002543"
ordered_symbols,2021-11-01,26,0,0,0.0,"SH600012,SH600033,SH600075,SH600097,SH600512,SH600643,SH600668,SH600694,SH600707,SH600746,SH600966,SH603199,SZ000581,SZ000690,SZ000725,SZ000949,SZ002022,SZ002109,SZ002270,SZ002322,SZ002382,SZ002774,SZ300259,SZ300360,SZ300677,SZ300888",
ordered_symbols,2021-12-01,25,0,0,0.0,"SH600012,SH600097,SH600512,SH600643,SH600668,SH600694,SH600707,SH600746,SH600966,SH601000,SZ000581,SZ000725,SZ000883,SZ000949,SZ002022,SZ002109,SZ002270,SZ002322,SZ002382,SZ002469,SZ002774,SZ300259,SZ300360,SZ300677,SZ300888",
ordered_symbols,2022-01-04,24,0,0,0.0,"SH600097,SH600512,SH600643,SH600668,SH600694,SH600707,SH600746,SH600966,SH601000,SH688068,SZ000581,SZ000725,SZ000883,SZ000949,SZ002022,SZ002064,SZ002109,SZ002270,SZ002322,SZ002382,SZ002469,SZ002774,SZ300259,SZ300677",
ordered_symbols,2022-02-07,25,0,0,0.0,"SH600097,SH600512,SH600643,SH600668,SH600694,SH600707,SH600746,SH600966,SH601000,SH688068,SZ000581,SZ000725,SZ000883,SZ000949,SZ002022,SZ002064,SZ002109,SZ002270,SZ002322,SZ002382,SZ002469,SZ002759,SZ002774,SZ300677,SZ300888",
ordered_symbols,2022-03-01,23,0,0,0.0,"SH600097,SH600512,SH600643,SH600668,SH600694,SH600707,SH600746,SH600966,SH688068,SZ000581,SZ000883,SZ000949,SZ002022,SZ002064,SZ002109,SZ002270,SZ002322,SZ002382,SZ002469,SZ002759,SZ002774,SZ300259,SZ300677",
ordered_symbols,2022-04-01,25,0,0,0.0,"SH600097,SH600512,SH600585,SH600643,SH600668,SH600694,SH600707,SH600746,SH600966,SH603508,SH688289,SZ000581,SZ000883,SZ000949,SZ002022,SZ002064,SZ002233,SZ002270,SZ002382,SZ002469,SZ002759,SZ002774,SZ300259,SZ300677,SZ300888",
ordered_symbols,2022-05-05,35,0,0,0.0,"SH600033,SH600089,SH600097,SH600512,SH600585,SH600618,SH600643,SH600668,SH600694,SH600707,SH600746,SH600966,SH601668,SH601857,SH603183,SH603508,SH688068,SH688289,SH688298,SH688606,SZ000581,SZ000883,SZ000949,SZ002064,SZ002067,SZ002233,SZ002267,SZ002270,SZ002382,SZ002543,SZ002759,SZ002798,SZ300259,SZ300677,SZ300888",
ordered_symbols,2022-06-01,33,0,0,0.0,"SH600033,SH600035,SH600089,SH600097,SH600368,SH600585,SH600596,SH600618,SH600643,SH600694,SH601668,SH601827,SH601857,SH603012,SH603077,SH603183,SH603508,SH603766,SH688057,SH688068,SH688298,SH688606,SZ000949,SZ002064,SZ002067,SZ002109,SZ002267,SZ002543,SZ002759,SZ002798,SZ002818,SZ002932,SZ300360",
ordered_symbols,2022-07-01,27,0,0,0.0,"SH600035,SH600089,SH600368,SH600426,SH600585,SH600596,SH600643,SH601827,SH601857,SH601919,SH603012,SH603077,SH603508,SH603766,SH688057,SH688068,SH688606,SZ000731,SZ000848,SZ000933,SZ002109,SZ002267,SZ002759,SZ002763,SZ002818,SZ002932,SZ300360",
ordered_symbols,2022-08-01,24,0,0,0.0,"SH600089,SH600368,SH600426,SH600585,SH600643,SH601339,SH601857,SH601919,SH603012,SH603077,SH603508,SH603766,SH688057,SH688068,SH688606,SZ000731,SZ000848,SZ000933,SZ002109,SZ002267,SZ002296,SZ002759,SZ002763,SZ002932",
ordered_symbols,2022-09-01,30,0,0,0.0,"SH600089,SH600368,SH600426,SH600585,SH600643,SH601339,SH601857,SH601919,SH603012,SH603077,SH603357,SH603508,SH603766,SH688057,SH688068,SH688181,SH688303,SH688606,SZ000598,SZ000663,SZ000731,SZ000848,SZ002109,SZ002267,SZ002296,SZ002759,SZ002932,SZ003019,SZ300726,SZ300771",
ordered_symbols,2022-10-10,22,0,0,0.0,"SH600089,SH600643,SH601857,SH601919,SH603077,SH603357,SH603508,SH688068,SH688181,SH688303,SH688606,SZ000598,SZ000663,SZ000731,SZ002109,SZ002759,SZ002932,SZ003019,SZ300146,SZ300502,SZ300726,SZ300771",
ordered_symbols,2022-11-01,25,0,0,0.0,"SH600008,SH600089,SH600596,SH600643,SH601857,SH601919,SH603077,SH603095,SH603357,SH603508,SH603898,SH688068,SH688303,SH688606,SZ000598,SZ000663,SZ000731,SZ002109,SZ002759,SZ002932,SZ003019,SZ300146,SZ300502,SZ300726,SZ300771",
ordered_symbols,2022-12-01,23,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603508,SH603898,SH688068,SH688075,SH688303,SH688606,SZ000598,SZ000663,SZ000731,SZ002759,SZ002932,SZ003019,SZ300502,SZ300726,SZ300771",
ordered_symbols,2023-01-03,23,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603508,SH603898,SH688068,SH688075,SH688303,SH688606,SZ000598,SZ000731,SZ000848,SZ002759,SZ002932,SZ003019,SZ300502,SZ300726,SZ300771",
ordered_symbols,2023-02-01,21,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603898,SH688075,SH688303,SH688606,SZ000598,SZ000731,SZ000848,SZ002759,SZ002932,SZ003019,SZ300502,SZ300726,SZ300771",
ordered_symbols,2023-03-01,21,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603898,SH688075,SH688303,SH688606,SZ000598,SZ000731,SZ002759,SZ002884,SZ002932,SZ003019,SZ300502,SZ300726,SZ300771",
ordered_symbols,2023-04-03,24,0,0,0.0,"SH600008,SH600089,SH600438,SH600596,SH600777,SH601857,SH601919,SH603077,SH603095,SH603357,SH603898,SH688075,SH688303,SH688606,SZ000598,SZ000731,SZ002466,SZ002662,SZ002759,SZ002884,SZ002932,SZ003019,SZ300726,SZ300771",
ordered_symbols,2023-05-04,31,0,0,0.0,"SH600008,SH600089,SH600141,SH600271,SH600438,SH600596,SH600618,SH600777,SH601339,SH601857,SH601919,SH603077,SH603095,SH603508,SH603898,SH688075,SH688303,SH688606,SZ000731,SZ002030,SZ002353,SZ002466,SZ002662,SZ002759,SZ002884,SZ002932,SZ002938,SZ002955,SZ300726,SZ300771,SZ300970",
ordered_symbols,2023-06-01,35,0,0,0.0,"SH600089,SH600141,SH600256,SH600271,SH600273,SH600328,SH600438,SH600512,SH600566,SH600618,SH600777,SH600938,SH601339,SH601919,SH603077,SH603508,SH688075,SH688303,SH688606,SZ000731,SZ000848,SZ000915,SZ002030,SZ002353,SZ002432,SZ002466,SZ002497,SZ002643,SZ002759,SZ002884,SZ002938,SZ002955,SZ300146,SZ300729,SZ300970",
