family,fold,selection_date,train_start,train_end,test_start,test_end,test_sessions,selected_config,train_sharpe,train_target_changes
obv-trend,2,2024-03-29,2022-03-04,2024-03-29,2024-04-01,2024-07-04,63,obv-trend__obv_period-20-price_period-50,-0.6035415710077238,47
obv-trend,3,2024-07-04,2022-06-09,2024-07-04,2024-07-05,2024-10-10,63,obv-trend__obv_period-10-price_period-100,-0.7974913815802059,41
obv-trend,4,2024-10-10,2022-09-06,2024-10-10,2024-10-11,2025-01-08,63,obv-trend__obv_period-20-price_period-50,0.3094078904377098,48
obv-trend,5,2025-01-08,2022-12-12,2025-01-08,2025-01-09,2025-04-16,63,obv-trend__obv_period-10-price_period-50,-0.0685187525432309,69
obv-trend,6,2025-04-16,2023-03-17,2025-04-16,2025-04-17,2025-07-18,63,obv-trend__obv_period-10-price_period-100,0.20701616357318556,36
obv-trend,7,2025-07-18,2023-06-20,2025-07-18,2025-07-21,2025-10-23,63,obv-trend__obv_period-10-price_period-100,0.05114852891336501,32
obv-trend,8,2025-10-23,2023-09-19,2025-10-23,2025-10-24,2026-01-22,63,obv-trend__obv_period-10-price_period-100,0.674977286719327,43
obv-trend,9,2026-01-22,2023-12-25,2026-01-22,2026-01-23,2026-04-30,63,obv-trend__obv_period-20-price_period-100,0.715242118733756,38
obv-trend,10,2026-04-30,2024-04-01,2026-04-30,2026-05-06,2026-08-03,63,obv-trend__obv_period-20-price_period-50,0.9089805445219059,52
obv-trend,11,2026-08-03,2024-07-05,2026-08-03,2026-08-04,2026-09-01,21,obv-trend__obv_period-20-price_period-50,1.0320897525228945,47
vol-target-trend,1,2023-12-22,2021-11-29,2023-12-22,2023-12-25,2024-03-29,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-20,-0.5123721788828554,22
vol-target-trend,2,2024-03-29,2022-03-04,2024-03-29,2024-04-01,2024-07-04,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-20,-0.3249462130376412,19
vol-target-trend,3,2024-07-04,2022-06-09,2024-07-04,2024-07-05,2024-10-10,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-20,-0.3249462130376412,19
vol-target-trend,4,2024-10-10,2022-09-06,2024-10-10,2024-10-11,2025-01-08,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,0.38401237039380975,21
vol-target-trend,5,2025-01-08,2022-12-12,2025-01-08,2025-01-09,2025-04-16,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,0.3726783830120521,34
vol-target-trend,6,2025-04-16,2023-03-17,2025-04-16,2025-04-17,2025-07-18,63,vol-target-trend__target_vol-0p15-trend_period-100-vol_period-60,0.5534042264551849,43
vol-target-trend,7,2025-07-18,2023-06-20,2025-07-18,2025-07-21,2025-10-23,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,0.5391902655735737,45
vol-target-trend,8,2025-10-23,2023-09-19,2025-10-23,2025-10-24,2026-01-22,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,1.477369181264063,52
vol-target-trend,9,2026-01-22,2023-12-25,2026-01-22,2026-01-23,2026-04-30,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,1.6290712254969744,65
vol-target-trend,10,2026-04-30,2024-04-01,2026-04-30,2026-05-06,2026-08-03,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,1.4131166048640789,79
vol-target-trend,11,2026-08-03,2024-07-05,2026-08-03,2026-08-04,2026-09-01,21,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,1.4029073825915257,92
indicator-vote,1,2023-12-22,2021-11-29,2023-12-22,2023-12-25,2024-03-29,63,indicator-vote__threshold-4,-0.3973784181316096,3
indicator-vote,2,2024-03-29,2022-03-04,2024-03-29,2024-04-01,2024-07-04,63,indicator-vote__threshold-4,-0.39737841813160973,3
indicator-vote,3,2024-07-04,2022-06-09,2024-07-04,2024-07-05,2024-10-10,63,indicator-vote__threshold-4,-0.3973784181316097,3
indicator-vote,4,2024-10-10,2022-09-06,2024-10-10,2024-10-11,2025-01-08,63,indicator-vote__threshold-3,0.3389525185834459,10
indicator-vote,5,2025-01-08,2022-12-12,2025-01-08,2025-01-09,2025-04-16,63,indicator-vote__threshold-3,0.23809143627507307,11
indicator-vote,6,2025-04-16,2023-03-17,2025-04-16,2025-04-17,2025-07-18,63,indicator-vote__threshold-3,0.4523020347768045,14
indicator-vote,7,2025-07-18,2023-06-20,2025-07-18,2025-07-21,2025-10-23,63,indicator-vote__threshold-3,0.5201879443492701,11
indicator-vote,8,2025-10-23,2023-09-19,2025-10-23,2025-10-24,2026-01-22,63,indicator-vote__threshold-3,1.1401278765946878,10
indicator-vote,9,2026-01-22,2023-12-25,2026-01-22,2026-01-23,2026-04-30,63,indicator-vote__threshold-3,1.2370823042590644,12
indicator-vote,10,2026-04-30,2024-04-01,2026-04-30,2026-05-06,2026-08-03,63,indicator-vote__threshold-3,1.4036700429693418,14
indicator-vote,11,2026-08-03,2024-07-05,2026-08-03,2026-08-04,2026-09-01,21,indicator-vote__threshold-4,1.2899320290732037,19
