comparison,execution_date,local_count,joinquant_count,intersection_count,overlap_ratio,local_only,joinquant_only
holdings,2020-02-03,10,10,10,1.0,,
holdings,2020-03-02,10,10,10,1.0,,
holdings,2020-04-01,10,10,10,1.0,,
holdings,2020-05-06,11,11,11,1.0,,
holdings,2020-06-01,10,10,10,1.0,,
holdings,2020-07-01,12,11,11,0.9166666666666666,SZ000502,
holdings,2020-08-03,11,11,11,1.0,,
holdings,2020-09-01,12,12,11,0.9166666666666666,SH600520,SH600561
holdings,2020-10-09,10,11,10,0.9090909090909091,,SH603269
holdings,2020-11-02,10,10,10,1.0,,
holdings,2020-12-01,11,11,11,1.0,,
holdings,2021-01-04,11,10,10,0.9090909090909091,SH600615,
holdings,2021-02-01,10,10,10,1.0,,
holdings,2021-03-01,10,10,10,1.0,,
holdings,2021-04-01,11,10,10,0.9090909090909091,SZ000502,
holdings,2021-05-06,12,11,11,0.9166666666666666,SZ000502,
holdings,2021-06-01,10,10,10,1.0,,
holdings,2021-07-01,10,10,10,1.0,,
holdings,2021-08-02,10,10,10,1.0,,
holdings,2021-09-01,10,10,10,1.0,,
holdings,2021-10-08,10,10,10,1.0,,
holdings,2021-11-01,10,10,10,1.0,,
holdings,2021-12-01,10,10,10,1.0,,
holdings,2022-01-04,10,10,10,1.0,,
holdings,2022-02-07,10,10,10,1.0,,
holdings,2022-03-01,10,10,10,1.0,,
holdings,2022-04-01,10,10,10,1.0,,
holdings,2022-05-05,10,10,10,1.0,,
holdings,2022-06-01,10,10,10,1.0,,
holdings,2022-07-01,10,10,10,1.0,,
holdings,2022-08-01,10,10,10,1.0,,
holdings,2022-09-01,10,10,10,1.0,,
holdings,2022-10-10,10,10,10,1.0,,
holdings,2022-11-01,10,10,10,1.0,,
holdings,2022-12-01,10,10,10,1.0,,
holdings,2023-01-03,10,10,10,1.0,,
holdings,2023-02-01,10,10,10,1.0,,
holdings,2023-03-01,10,10,10,1.0,,
holdings,2023-04-03,10,10,10,1.0,,
holdings,2023-05-04,10,11,10,0.9090909090909091,,SH603729
holdings,2023-06-01,10,10,10,1.0,,
ordered_symbols,2019-01-02,10,10,10,1.0,,
ordered_symbols,2019-02-01,13,13,13,1.0,,
ordered_symbols,2019-03-01,11,11,11,1.0,,
ordered_symbols,2019-04-01,12,12,12,1.0,,
ordered_symbols,2019-05-06,16,16,16,1.0,,
ordered_symbols,2019-06-03,15,15,15,1.0,,
ordered_symbols,2019-07-01,10,11,10,0.9090909090909091,,SZ002209
ordered_symbols,2019-08-01,13,13,13,1.0,,
ordered_symbols,2019-09-02,10,11,10,0.9090909090909091,,SZ300321
ordered_symbols,2019-10-08,14,14,14,1.0,,
ordered_symbols,2019-11-01,13,13,13,1.0,,
ordered_symbols,2019-12-02,13,13,13,1.0,,
ordered_symbols,2020-01-02,12,12,12,1.0,,
ordered_symbols,2020-02-03,13,13,13,1.0,,
ordered_symbols,2020-03-02,13,13,13,1.0,,
ordered_symbols,2020-04-01,14,14,14,1.0,,
ordered_symbols,2020-05-06,16,16,16,1.0,,
ordered_symbols,2020-06-01,15,15,15,1.0,,
ordered_symbols,2020-07-01,16,16,16,1.0,,
ordered_symbols,2020-08-03,16,16,16,1.0,,
ordered_symbols,2020-09-01,14,14,14,1.0,,
ordered_symbols,2020-10-09,16,16,16,1.0,,
ordered_symbols,2020-11-02,15,16,15,0.9375,,SH603269
ordered_symbols,2020-12-01,13,13,13,1.0,,
ordered_symbols,2021-01-04,14,14,14,1.0,,
ordered_symbols,2021-02-01,13,12,12,0.9230769230769231,SH600615,
ordered_symbols,2021-03-01,13,13,13,1.0,,
ordered_symbols,2021-04-01,13,13,13,1.0,,
ordered_symbols,2021-05-06,14,13,13,0.9285714285714286,SZ000502,
ordered_symbols,2021-06-01,16,15,15,0.9375,SZ000502,
ordered_symbols,2021-07-01,12,12,12,1.0,,
ordered_symbols,2021-08-02,11,12,11,0.9166666666666666,,SH603813
ordered_symbols,2021-09-01,14,14,14,1.0,,
ordered_symbols,2021-10-08,12,12,12,1.0,,
ordered_symbols,2021-11-01,12,12,12,1.0,,
ordered_symbols,2021-12-01,13,13,13,1.0,,
ordered_symbols,2022-01-04,12,12,12,1.0,,
ordered_symbols,2022-02-07,13,13,13,1.0,,
ordered_symbols,2022-03-01,13,13,13,1.0,,
ordered_symbols,2022-04-01,14,14,14,1.0,,
ordered_symbols,2022-05-05,14,14,14,1.0,,
ordered_symbols,2022-06-01,12,13,12,0.9230769230769231,,SH600768
ordered_symbols,2022-07-01,13,14,13,0.9285714285714286,,SH688215
ordered_symbols,2022-08-01,13,13,13,1.0,,
ordered_symbols,2022-09-01,12,12,12,1.0,,
ordered_symbols,2022-10-10,11,11,11,1.0,,
ordered_symbols,2022-11-01,12,12,12,1.0,,
ordered_symbols,2022-12-01,11,11,11,1.0,,
ordered_symbols,2023-01-03,12,12,12,1.0,,
ordered_symbols,2023-02-01,13,13,13,1.0,,
ordered_symbols,2023-03-01,12,12,12,1.0,,
ordered_symbols,2023-04-03,14,14,14,1.0,,
ordered_symbols,2023-05-04,14,14,14,1.0,,
ordered_symbols,2023-06-01,12,13,12,0.9230769230769231,,SH603729
